max_rpm,s20,s30,s40,s50,s60,s70,s80,s90,s100,s110,s120,s130,s140,s150,path,fee,duration(min),root_dist(km)
1719.72,19,64,78,15,10,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
2346.75,23,20,15,9,9,15,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,2,1.2
2336.0,0,17,19,0,27,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,1
1729.0,17,66,35,36,9,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1706.23,45,86,40,69,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
1644.24,16,6,5,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.295
2278.1,21,20,76,11,9,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
941.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1545.0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.389
2378.64,20,31,50,26,8,17,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.01
2223.77,20,24,73,69,4,51,0,0,0,0,0,0,0,0,"공항진입로,공항진입로,공항앞길",3800,2,1.1
769.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.007
1681.0,111,49,26,12,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1532.17,23,3,4,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.452
1849.26,0,39,64,18,8,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
1823.78,43,89,6,35,10,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
815.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.025
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.007
1776.59,50,45,52,24,18,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1757.0,43,116,50,3,23,0,0,0,0,0,0,0,0,0,"공항앞길,공항앞길177번길,-",3800,1,0.462
1108.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항로811번나길,공항앞길85번길,공항앞길",3800,1,0.594
1545.0,11,16,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.27
2103.24,48,80,100,50,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
2540.15,34,33,34,11,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,2,1.2
1498.84,24,67,0,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,1
1417.0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.364
2337.6,22,16,27,34,27,6,7,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
2138.02,13,16,28,34,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,5,1.9
2918.9,8,0,12,0,17,0,12,8,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.779
1680.0,24,124,23,50,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.074
1636.09,20,11,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.27
1979.6,5,41,30,52,13,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
797.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.025
1673.1,52,55,36,43,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1602.3,11,13,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.27
1656.0,0,38,41,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
1566.63,65,8,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.025
777.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.025
2180.59,15,93,27,10,16,13,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
812.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.025
1824.06,108,59,52,34,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
2171.07,19,41,23,12,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,2,1.2
1925.1,20,76,48,7,72,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,1
1835.82,61,118,88,48,32,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
726.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
2371.05,173,150,113,15,12,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.963
1722.24,38,15,24,19,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,1.1
1537.1,22,22,6,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,2,1.1
1769.78,5,62,21,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,4,1.5
1747.94,35,101,16,17,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.857
1958.0,161,100,78,34,19,0,0,0,0,0,0,0,0,0,"공항진입로,-,-",3800,2,1.2
1532.0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,-,-",3800,1,0.769
1893.9,22,0,26,8,17,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,1
1511.0,127,0,9,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항로811번나길,-",3800,1,0.609
1412.32,26,30,0,0,0,0,0,0,0,0,0,0,0,0,"공항로811번나길,공항로811번나길,공항앞길",3800,3,1.4
1674.58,5,28,7,0,0,0,0,0,0,0,0,0,0,0,"공항앞길163번길,공항앞길,-",3800,1,0.5630000000000001
-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
3325.32,126,16,64,7,6,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
2612.61,22,30,73,13,26,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1564.0,80,65,63,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.018000000000000002
2523.51,17,37,31,2,11,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,2,0.902
1817.92,80,59,8,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,4,1.5
2080.6,40,62,65,3,18,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.052000000000000005
2075.8,21,64,0,16,18,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.651
1480.1,76,24,24,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,2,1.2
1561.34,13,8,30,10,15,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,1
1976.9,18,91,6,10,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.025
2089.0,42,88,23,21,9,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1871.53,61,79,15,32,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1109.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1885.0,7,9,10,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.27
2474.06,24,39,59,0,15,4,5,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
1952.28,12,17,37,0,7,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,2,0.624
1392.88,73,7,0,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항로811번길,공항앞길",3800,3,1
1886.56,38,61,52,20,18,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1557.36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.47700000000000004
1478.44,14,66,81,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항진입로,공항앞길",3800,2,1.2
1567.74,19,9,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.33
2184.42,110,121,84,110,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.651
1663.14,0,9,12,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.389
1992.34,35,37,44,37,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항진입로,공항앞길",3800,2,1.1
1641.5,51,20,36,37,0,0,0,0,0,0,0,0,0,0,"공항앞길85번길,공항앞길,-",3800,1,0.209
1516.97,38,105,93,112,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.651
1943.61,31,66,29,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1984.5,44,76,14,54,5,4,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1516.11,9,6,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.963
1442.9,26,0,59,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,1.1
2100.8,75,103,22,75,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.27
1880.06,69,45,19,46,35,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
1991.36,262,204,151,168,65,17,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
2011.92,157,102,69,20,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
2002.0,35,74,80,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.029
1554.39,17,95,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.052000000000000005
895.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.025
1869.92,89,23,44,32,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.074
1924.94,10,13,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.389
1694.78,10,81,43,26,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항진입로,공항앞길",3800,2,1.1
2049.3,54,79,66,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.025
1323.0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.47700000000000004
1619.62,2,73,59,18,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항진입로,공항앞길",3800,2,1.2
1618.65,22,0,7,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.452
1659.65,32,61,52,16,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항진입로,공항앞길",3800,2,1.2
2212.91,268,249,99,84,26,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.624
2822.78,22,79,128,7,30,4,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,3,1.4
1800.36,34,39,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.07200000000000001
2071.51,55,32,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
868.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
2206.85,80,141,57,46,40,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1573.58,3,48,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,2,0.927
1658.7,8,35,28,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,1
3014.28,84,160,65,34,27,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
2390.0,116,88,61,2,43,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1920.9,127,77,57,46,29,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,2,0.781
1514.88,48,63,26,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항로811번길,공항앞길",3800,3,1
2294.25,68,56,42,20,46,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1661.1,36,71,26,47,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.074
1721.5,17,12,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.27
2110.47,19,45,8,61,17,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
1748.31,49,39,84,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1687.52,14,42,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항앞길163번길,-",3800,1,0.552
1851.63,16,20,0,17,0,0,0,0,0,0,0,0,0,0,"공항앞길163번길,공항앞길,-",3800,1,0.584
760.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.025
1795.2,79,78,50,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.069
2184.44,15,54,2,10,15,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,2,1.2
1987.92,31,72,13,92,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,1
706.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.025
1292.7,25,8,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.305
2803.84,78,67,50,8,13,14,3,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.651
0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.025
1745.12,28,104,19,0,25,6,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.074
2496.1,82,92,8,82,8,16,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1653.42,65,149,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1631.3,82,66,53,10,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
-0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.029
1356.3,22,7,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.354
1742.04,8,60,20,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,-,-",3800,4,1.6
1600.12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,1,0.20400000000000001
1527.06,35,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.364
1820.02,12,57,53,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항진입로,공항앞길",3800,2,1.1
1596.0,19,8,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.327
1700.53,65,28,33,35,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
1748.25,11,8,11,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.452
1729.92,0,32,62,41,6,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.681
1872.0,28,40,71,31,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1609.56,28,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.364
1897.0,15,47,99,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항진입로,공항앞길",3800,2,1.1
1619.62,29,82,31,69,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,2,1.1
1652.56,19,12,45,7,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,1.1
1728.3,51,111,11,20,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1321.32,17,6,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.364
2082.4,58,25,129,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항진입로,공항앞길",3800,2,1.1
1731.45,34,74,47,78,47,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1422.63,26,10,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.305
1668.0,32,61,39,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
2344.32,78,24,17,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.27
1998.18,5,7,52,8,0,0,0,0,0,0,0,0,0,0,"공항진입로,-,-",3800,1,0.92
1474.56,14,13,53,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,1
1534.19,6,9,11,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.452
1711.95,15,70,41,0,24,0,0,0,0,0,0,0,0,0,"공항진입로,공항진입로,공항앞길",3800,2,1.2
1627.35,11,17,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.305
2042.04,18,29,72,35,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.651
1726.27,16,17,26,34,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,2,1.2
1869.19,47,86,19,17,20,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,1
1733.4,8,7,6,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.354
1709.93,26,45,63,24,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항진입로,공항앞길",3800,2,1.1
1636.03,18,0,9,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.27
1581.48,12,25,53,48,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
823.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.074
2470.63,26,52,13,73,14,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.057
2140.79,46,98,29,0,21,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1476.09,26,0,13,16,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항앞길163번길,-",3800,1,0.609
1859.52,70,85,58,0,0,0,0,0,0,0,0,0,0,0,"공항앞길163번길,공항앞길,-",3800,1,0.584
-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.025
1658.0,49,31,71,36,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1620.12,24,45,3,94,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1445.0,25,8,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.27
2490.54,46,69,77,60,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
2633.44,33,48,10,60,20,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
2263.93,43,37,5,46,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1628.76,40,43,74,25,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.025
1788.71,25,112,49,6,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
2037.12,27,17,15,57,0,5,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1683.67,193,129,8,41,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1828.0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.295
2081.15,48,50,45,23,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.025
1828.96,21,35,95,13,0,7,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
2221.56,25,56,27,31,15,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
2185.72,78,109,91,34,29,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,2,1.2
1919.58,5,11,24,37,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,1
1814.8,12,0,12,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.295
1731.51,45,36,45,37,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
1472.38,15,7,4,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.33
1670.28,2,47,7,88,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.651
854.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.018000000000000002
1885.95,47,139,14,7,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1641.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1416.87,12,16,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.364
1623.36,26,78,66,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항진입로,공항앞길",3800,2,1.1
1395.52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1691.28,11,14,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.364
1949.54,82,68,38,38,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
2197.78,82,5,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1634.36,61,91,53,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.029
2163.15,19,59,88,24,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
2424.6,103,26,27,21,14,4,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.074
2068.24,64,64,5,50,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1581.0,104,33,62,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.069
2116.96,46,74,116,13,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1720.38,53,60,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항앞길221번길,공항앞길",3800,3,1.3
854.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항로811번나길,공항앞길85번길,공항앞길",3800,1,0.579
1460.96,49,65,7,48,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
1731.66,40,74,28,44,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.018000000000000002
1990.71,35,59,74,21,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
2087.14,18,54,90,68,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
3405.81,35,89,120,16,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
2254.28,82,79,49,14,37,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
2091.71,17,20,6,17,47,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1648.35,2,31,3,12,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항로811번나길,-",3800,1,0.527
823.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항로811번나길,-,-",3800,1,0.057
725.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1785.68,29,16,28,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,2,0.649
1819.0,102,45,31,21,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항로811번가길,공항로811번나길",3800,4,1.6
1892.55,15,12,4,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.295
1720.02,103,48,52,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
717.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.057
2141.07,180,56,28,95,2,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.27
2595.78,44,39,22,48,3,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
729.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.025
1368.03,22,8,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.47700000000000004
1950.0,102,111,53,87,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항진입로,공항앞길",3800,2,1.2
1841.4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.27
2806.0,34,113,37,9,24,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
1730.3,53,67,78,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
2239.17,105,23,59,16,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1810.08,24,36,4,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.074
1548.12,60,83,43,17,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.025
1359.76,3,7,12,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.27
1720.03,15,64,29,49,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.681
1634.18,27,11,3,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,2,1.1
1699.5,23,4,51,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,1.1
1664.19,13,7,10,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.382
2237.4,20,56,37,3,16,15,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.651
1829.11,127,44,118,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.057
1829.1,15,83,74,12,0,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1638.22,31,56,53,48,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.27
1730.9,91,48,38,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.686
2088.32,6,95,20,9,31,0,0,0,0,0,0,0,0,0,"-,-,-",3800,1,0.025
1986.6,5,74,17,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,5,1.9
1465.46,29,5,57,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",3800,2,0.797
1511.56,33,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.47700000000000004
2043.6,34,110,30,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항진입로,공항앞길",3800,2,1.2
1766.0,26,36,4,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.685
