max_rpm,s20,s30,s40,s50,s60,s70,s80,s90,s100,s110,s120,s130,s140,s150,path,fee,duration(min),root_dist(km)
5014.56,188,137,145,304,245,109,186,451,305,79,75,49,0,0,"공항로,중앙고속도로(삼락-대동),부산외곽순환고속도로",64610,36,45
2073.89,164,177,267,531,757,497,497,331,0,0,0,0,0,0,"공항로,르노삼성대로,거가대로",74380,54,55
1060.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.025
2853.1,80,143,110,107,63,93,38,0,0,0,0,0,0,0,"유통단지1로58번길,공항로,남해제2고속도로지선",11350,10,7.2
3045.77,186,329,158,197,57,320,23,32,0,0,0,0,0,0,"유통단지1로,남해제2고속도로지선,가락대로",20490,18,15
2064.46,15,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.11800000000000001
1212.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.01
1324.8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.11800000000000001
2712.6,68,118,141,103,293,110,56,0,0,0,0,0,0,0,"유통단지1로58번길,공항로,낙동남로",17510,17,12
2528.1,147,43,11,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.017
2368.8,232,140,173,332,94,96,32,0,0,0,0,0,0,0,"공항로,남해제2고속도로지선,동서고가로",19950,17,14
1152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.09
1106.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.049
2670.36,92,112,145,296,364,252,509,102,0,0,0,0,0,0,"남해제2고속도로지선,금관대로,창원대로",48000,32,33
1706.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.025
3133.52,88,85,101,208,383,234,68,0,21,0,0,0,0,0,"공항로,르노삼성대로,녹산산업대로",23910,23,18
2823.96,84,118,82,71,193,403,178,17,4,0,0,0,0,0,"남해제2고속도로지선,동서고가로,수영로",25430,20,19
1685.25,31,62,9,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",4550,2,0.776
1511.97,86,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항로811번가길,공항로811번나길",4550,3,1.5
1378.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.054
4455.63,172,126,139,405,293,157,133,29,17,0,0,0,0,0,"공항진입로,공항로,남해고속도로",14890,12,10
1680.0,48,8,0,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항로811번가길,공항로811번나길",4550,3,1.5
4156.234375,70,80,57,202,141,335,224,65,28,43,0,0,0,0,"남해제2고속도로지선,동서고가로,황령대로",29950,26,23
4982.25,380,176,47,128,185,166,47,59,62,0,21,0,0,0,"공항로,남해제2고속도로지선,동서고가로",24930,17,19
4920.606934,190,227,200,354,533,278,299,326,188,296,0,0,0,0,"남해제2고속도로지선,금관대로,남해안대로",60560,36,42
1831.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.025
2181.6,73,80,111,220,210,146,137,131,58,0,0,0,0,0,"울만로,가락대로,장유로",29140,27,21
832.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.025
5003.628418,145,64,177,143,117,47,10,23,75,85,183,55,4,0,"남해제2고속도로지선,금관대로,대청로",31280,23,22
2802.24,264,253,225,157,199,139,0,61,0,0,0,0,0,0,"남해제2고속도로지선,학감대로,보수대로",22890,25,17
1377.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.054
2394.0,321,453,456,425,206,57,0,0,0,0,0,0,0,0,"공항로,낙동북로,동서대로",26340,19,18
2289.6,151,111,73,123,39,184,27,0,0,0,0,0,0,0,"공항로,남해제2고속도로지선,낙동대로",13210,11,8.8
5213.86,57,84,108,167,511,243,287,271,77,21,79,0,0,0,"공항로,중앙고속도로(삼락-대동),부산외곽순환고속도로",55410,31,38
3184.24,33,111,147,237,114,129,221,162,0,0,0,0,0,0,"유통단지1로58번길,공항로,남해제2고속도로지선",27400,19,19
1223.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.025
1696.8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.11800000000000001
1441.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.025
1694.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.018000000000000002
4497.491699,348,231,248,385,359,384,419,498,694,472,247,17,5,0,"중앙고속도로(삼락-대동),중앙고속도로지선,경부고속도로",117200,58,81
1299.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.019
1505.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.025
2847.27,87,229,219,276,455,245,221,63,66,0,0,0,0,0,"공항로,르노삼성대로,거가대로",36370,30,28
1818.0,29,77,353,93,495,12,0,0,0,0,0,0,0,0,"공항로,남해제2고속도로지선,동서고가로",26150,19,20
1627.66,41,31,14,14,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",4550,2,0.781
3682.0,74,47,34,121,176,111,178,16,318,352,0,0,0,0,"공항로,남해제2고속도로지선,남해고속도로",45920,24,32
1511.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.057
1466.4,61,25,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",4550,2,0.736
1192.32,17,75,0,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항로811번가길,공항로811번나길",4550,3,1.5
4136.94,79,54,114,139,309,301,226,160,143,89,28,0,0,0,"남해제2고속도로지선,금관대로,창원대로",44930,29,31
1699.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",4550,1,0.34600000000000003
3508.88,71,143,151,133,322,496,197,465,238,70,9,0,0,0,"공항로,르노삼성대로,거가대로",57660,43,44
1629.36,102,121,250,262,405,0,0,0,0,0,0,0,0,0,"공항로,낙동남로,강변대로",20670,21,15
1722.36,31,31,0,31,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",4550,2,0.769
3679.43,186,242,251,499,844,620,831,554,290,93,0,0,0,0,"공항로,거가대로,거제대로",94720,67,69
1062.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.008
1665.63,4,3,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.11800000000000001
2589.84,81,73,44,165,153,22,93,0,0,0,0,0,0,0,"공항로,남해제2고속도로지선,낙동대로",13730,12,9.2
1872.0,57,45,0,0,0,0,0,0,0,0,0,0,0,0,"공항로811번가길,공항로791번길,공항로811번나길",4550,3,1.3
4097.915527,123,104,277,272,542,256,657,104,110,35,0,0,0,0,"공항로,르노삼성대로,거가대로",57480,42,44
2311.46,59,38,48,30,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.025
2284.3,543,371,130,491,543,166,0,0,0,0,0,0,0,0,"동서고가로,황령대로,광남로",34070,33,26
1886.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.095
3379.95,450,312,143,192,443,288,446,387,150,0,0,0,0,0,"동서고가로,광안대로,동해고속도로(부산-울산)",46690,37,37
1527.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.001
2350.04,73,89,132,175,99,0,0,0,0,0,0,0,0,0,"공항앞길,울만로,테크센터로",8450,6,4.8
3207.6,284,341,233,385,199,382,36,0,0,0,0,0,0,0,"호계로,동서대로,서부로",37590,32,26
1735.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.057
2933.76,14,24,20,19,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.025
1303.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.025
2841.3,366,315,308,259,398,542,51,0,0,0,0,0,0,0,"남해제2고속도로지선,동서고가로,번영로",34150,28,26
3408.43,280,222,337,477,482,816,454,414,165,187,14,0,0,0,"중앙고속도로지선,경부고속도로,함양울산고속도로",100190,58,70
2133.48,126,48,77,37,187,551,1068,494,502,0,0,0,0,0,"공항로,남해제2고속도로지선,남해고속도로",96170,49,67
1724.07,26,53,11,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항로811번나길,공항로791번길",4550,2,1
1632.08,37,68,0,0,0,0,0,0,0,0,0,0,0,0,"공항로811번가길,공항로811번길,공항앞길",4550,2,1.1
1348.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.029
1434.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.11800000000000001
1779.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.11800000000000001
2214.63,100,36,192,367,110,67,0,0,0,0,0,0,0,0,"공항로,중앙고속도로(삼락-대동),부산외곽순환고속도로",20890,14,14
3747.6,14,31,15,0,0,0,0,0,0,0,0,0,0,0,"공항로811번길,공항앞길,-",4550,2,0.721
3134.16,188,137,209,221,213,544,14,0,0,0,0,0,0,0,"남해고속도로,강변대로,양산대로",36870,30,27
4134.417969,360,225,308,367,144,196,550,514,301,12,0,0,0,0,"동서고가로,광안대로,동해고속도로(부산-울산)",47350,36,37
3975.86,58,65,77,178,172,65,101,103,0,0,0,0,0,0,"공항로,낙동남로,강변대로",17330,17,12
1687.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.025
2589.58,251,150,119,152,17,48,0,0,0,0,0,0,0,0,"공항로,남해제2고속도로지선,가야대로",13930,12,9.4
3760.5,182,177,48,65,246,174,68,50,23,16,0,0,0,0,"공항로,남해제2고속도로지선,동서고가로",21990,18,16
884.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.001
3373.7,125,161,219,362,609,425,9,0,0,0,0,0,0,0,"남해제2고속도로지선,동서고가로,번영로",33970,28,26
2038.18,1,6,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.11800000000000001
2046.72,9,5,0,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항앞길,-",4550,1,0.633
4872.31,66,78,13,62,71,73,94,146,88,0,0,0,0,0,"유통단지1로58번길,공항로,르노삼성대로",17350,17,12
2945.16,98,54,208,211,150,269,217,295,80,25,0,0,0,0,"남해고속도로,강변대로,양산대로",37720,31,27
1690.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.106
3834.41,100,116,65,115,245,331,462,459,241,303,14,0,0,0,"남해제2고속도로지선,금관대로,남해안대로",73920,41,52
2544.0,45,28,58,16,21,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",4550,2,0.782
1629.12,79,6,0,0,0,0,0,0,0,0,0,0,0,0,"공항로811번가길,공항로791번길,공항로811번나길",4550,3,1.5
1454.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.057
1384.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.023
5076.26,14,17,10,0,4,0,0,0,0,0,0,0,0,0,"공항앞길,공항앞길163번길,-",4550,1,0.5630000000000001
4538.76,343,276,230,348,137,74,7,33,0,0,0,0,0,0,"남해제2고속도로지선,학감대로,보수대로",20110,19,15
3347.64,107,44,33,112,293,346,342,333,211,23,172,0,0,0,"중앙고속도로(삼락-대동),중앙고속도로지선,경부고속도로",65120,35,45
2701.92,972,821,396,313,681,453,1018,550,0,0,0,0,0,0,"남해고속도로,만덕대로,중앙대로",30270,28,23
2097.6,317,197,242,271,396,188,308,723,0,102,0,0,0,0,"동서고가로,광안대로,동해고속도로(부산-울산)",46650,37,37
3011.34,246,158,97,255,241,108,5,0,0,0,0,0,0,0,"남해제2고속도로지선,동서고가로,신천대로",20150,17,15
2296.0,45,80,111,94,98,143,681,109,191,0,0,0,0,0,"공항로,남해제2고속도로지선,남해고속도로",45940,26,32
2612.87,158,151,239,329,166,118,24,0,0,0,0,0,0,0,"남해제2고속도로지선,동서고가로,새싹로",20610,18,15
3100.68,175,83,267,575,261,380,319,0,0,0,0,0,0,0,"남해제2고속도로지선,금관대로,창원대로",45240,30,32
1567.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.001
3336.96,168,54,27,23,4,26,0,0,0,0,0,0,0,0,"명지국제6로318번길,명지국제6로,명지국제5로148번길",4550,2,0.761
0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"맥도강변길,공항로,남해제2고속도로지선",6090,4,2.9
1831.2,10,26,18,21,0,0,0,0,0,0,0,0,0,0,"남해제2고속도로지선,동서고가로,가야대로",5150,2,2
4381.52,182,235,249,351,248,801,317,161,525,8,0,0,0,0,"르노삼성대로,거가대로,거제대로",75520,53,55
2349.43,121,147,104,74,28,114,26,0,0,0,0,0,0,0,"맥도강변길,공항로239번길,공항로",12130,12,7.9
1997.24,28,18,17,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항로811번나길,공항로791번길",4550,1,0.912
3459.0,62,53,82,70,192,211,112,80,7,0,0,0,0,0,"공항로,르노삼성대로,화전산업대로",21850,18,16
2193.84,101,27,58,16,0,0,0,0,0,0,0,0,0,0,"맥도길,공항로301번길,공항로",9950,8,6.1
2087.8,149,35,0,0,0,0,0,0,0,0,0,0,0,0,"공항로,유통단지1로,유통단지1로40번길",5310,3,2.2
1889.68,24,41,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길163번길,공항앞길,-",4550,1,0.5630000000000001
2352.22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.025
536.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.025
4263.21,341,340,426,363,164,304,65,15,0,0,0,0,0,0,"동서고가로,황령대로,광남로",34650,35,27
4998.75,81,119,162,246,372,205,278,58,75,69,31,0,0,0,"공항로,르노삼성대로,거가대로",35470,31,27
4888.65,443,408,330,292,320,114,116,0,0,0,0,0,0,0,"동서고가로,황령대로,광남로",32910,31,25
1689.18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.11
1516.2,50,42,16,6,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.419
2224.8,94,72,127,583,479,652,313,70,0,0,0,0,0,0,"중앙고속도로(삼락-대동),부산외곽순환고속도로,정관산업로",56480,35,39
1680.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항로811번길,공항앞길",4550,1,0.584
1339.2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.47500000000000003
2844.86,25,70,90,109,126,96,64,12,16,0,0,0,0,0,"공항진입로,공항로,남해고속도로",14490,11,9.9
875.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.023
3261.29,490,110,86,80,49,66,89,139,175,0,13,0,0,0,"공항로,남해제2고속도로지선,금관대로",29350,20,20
3683.52,53,75,64,143,186,36,187,78,74,108,46,10,0,0,"공항로,낙동북로,동서대로",27880,21,19
880.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.025
4219.01,178,162,246,325,367,658,841,606,408,970,107,11,147,0,"중앙고속도로지선,경부고속도로,건포산업로",155920,86,110
3029.11,193,210,486,807,272,643,383,88,0,0,0,0,0,0,"공항로,중앙고속도로(삼락-대동),부산외곽순환고속도로",69150,41,49
1802.88,11,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.17
5182.22,103,87,58,225,155,66,330,368,342,747,272,318,91,80,"공항로,남해제2고속도로지선,남해고속도로",120400,62,84
3916.44,232,358,315,275,187,200,259,30,84,138,84,155,7,0,"남해제2고속도로지선,금관대로,대청계곡길",39390,24,27
1368.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.001
3642.28,589,416,456,310,338,185,98,0,0,0,0,0,0,0,"동서고가로,황령대로,광남로",32730,29,25
3430.16,256,238,383,376,107,117,90,101,17,0,0,0,0,0,"남해제2고속도로지선,보수대로,해양로",27630,31,21
1291.56,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.11
3316.6,98,173,98,151,316,238,59,371,134,212,38,0,0,0,"남해제2고속도로지선,금관대로,창원대로",51800,35,36
3853.15,64,196,102,174,390,281,209,70,67,10,0,0,0,0,"공항로,르노삼성대로,거가대로",35370,31,27
3492.72,614,633,573,560,583,199,39,9,0,0,0,0,0,0,"남해제2고속도로지선,학감대로,보수대로",21350,22,16
5164.13,138,159,127,146,413,9,0,17,0,0,0,0,0,0,"남해제2고속도로지선,동서고가로,신천대로",20650,18,15
1483.13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.11800000000000001
2014.0,38,34,48,16,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항로811번길,공항로",4550,2,0.996
2657.42,311,138,117,227,411,127,42,15,0,0,0,0,0,0,"남해제2고속도로지선,동서고가로,황령대로",27330,19,21
1267.2,9,8,15,11,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항로811번나길,-",4550,1,0.584
2092.8,42,9,0,0,0,0,0,0,0,0,0,0,0,0,"공항로811번나길,공항로811번나길,공항앞길",4550,2,1.2
2453.92,273,210,275,188,449,102,114,7,41,0,0,0,0,0,"남해제2고속도로지선,동서고가로,황령대로",28070,24,21
3642.600342,222,136,209,201,99,79,268,389,550,547,298,0,0,0,"공항로,남해제2고속도로지선,남해고속도로",96260,49,67
5490.441406,54,110,110,75,16,12,0,9,0,0,0,0,0,0,"-,-,-",4550,1,0.025
1592.38,25,0,36,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항로811번나길,공항앞길33번길",4550,1,0.751
3240.0,228,168,178,177,400,31,33,4,13,71,0,0,0,0,"공항로,남해제2고속도로지선,동서고가로",25210,22,19
4346.550781,7,8,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길33번길,공항로811번나길,공항앞길",4550,1,0.76
2156.0,43,62,3,13,10,17,0,0,0,0,0,0,0,0,"공항앞길,유통단지1로58번길,유통단지1로57번길",5290,5,2.2
2240.7,4,5,4,4,17,61,0,0,0,0,0,0,0,0,"공항로,공항로393번길,-",5290,3,2.2
1527.82,26,0,23,22,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",4550,2,0.646
1457.43,12,62,68,33,19,0,0,0,0,0,0,0,0,0,"공항앞길,유통단지1로58번길,유통단지1로57번길",5310,5,2.2
1680.8,3,3,10,0,0,0,0,0,0,0,0,0,0,0,"공항로,남해제2고속도로지선,공항로569번길",4550,4,0.902
1614.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"남해제2고속도로지선,-,-",4550,1,1.8
0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"제도로,울만로,남해제2고속도로지선",20010,18,14
2504.0,40,65,86,138,17,0,102,0,0,0,0,0,0,0,"유통단지1로58번길,공항로,남해제2고속도로지선",9650,7,5.9
2798.4,89,106,191,333,295,360,127,65,0,0,0,0,0,0,"명지국제1로,거가대로,거가대로",59220,44,44
2092.8,12,24,11,0,0,0,0,0,0,0,0,0,0,0,"공항로811번나길,공항로811번나길,공항앞길",4550,2,1.2
1292.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.054
1325.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.02
669.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.029
4116.96,29,9,84,104,52,77,0,0,0,0,0,0,0,0,"공항진입로,공항로,체육공원로",9950,7,6.1
2060.4,68,49,30,104,55,24,0,0,0,0,0,0,0,0,"공항로811번길,공항로,남해제2고속도로지선",8990,5,5.3
1353.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"남해제2고속도로지선,-,-",4550,1,1.3
1696.8,69,43,30,138,57,55,0,0,0,0,0,0,0,0,"공항앞길,유통단지1로58번길,공항로",9110,7,5.4
1596.0,13,38,169,220,97,25,0,0,0,0,0,0,0,0,"공항로,르노삼성대로,화전산업대로",13450,9,9
1560.0,5,6,0,8,13,0,0,0,0,0,0,0,0,0,"공항로,-,-",4550,1,1.6
1939.2,40,74,137,112,0,85,0,0,0,0,0,0,0,0,"공항로,유통단지1로,유통단지1로58번길",7070,4,3.6
0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.025
4307.65,230,198,240,257,174,474,123,70,76,0,7,0,0,0,"동서고가로,번영로,해운대로",37950,31,29
2275.82,9,15,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항로811번나길,-",4550,1,0.595
3809.97,141,72,126,37,71,88,130,9,0,0,0,0,0,0,"공항로,체육공원로,남해고속도로",13870,11,9.4
-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"조만로,장유로,화목로",12870,9,7.6
2398.0,250,102,172,291,343,344,117,0,0,0,0,0,0,0,"공항로,남해제2고속도로지선,동서고가로",31790,25,24
2278.0,77,98,130,190,54,49,46,16,0,0,0,0,0,0,"공항로,남해제2고속도로지선,가야대로",12030,11,7.8
2325.6,3,41,0,0,0,0,0,0,0,0,0,0,0,0,"공항로811번나길,공항로811번나길,공항앞길",4550,2,1.1
1669.5,0,69,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",4550,2,0.686
1376.561768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.008
1331.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.018000000000000002
2117.68,682,297,151,271,548,133,176,0,0,0,0,0,0,0,"남해제2고속도로지선,동서고가로,번영로",39530,35,31
2668.42,124,203,146,159,393,189,10,0,0,0,0,0,0,0,"공항진입로,공항로,관문대로",22770,17,17
1063.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.023
2725.607666,473,433,367,424,411,273,176,36,8,0,0,0,0,0,"동서고가로,번영로,장산로",42950,35,34
1479.08,14,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.11800000000000001
2372.49,181,250,292,417,277,63,5,0,0,0,0,0,0,0,"공항로,남해제2고속도로지선,동서고가로",26010,19,19
2233.35,102,225,76,461,360,0,0,0,0,0,0,0,0,0,"공항로,남해고속도로,만덕대로",24210,21,18
2156.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.025
2492.83,252,277,360,626,326,198,54,0,0,0,0,0,0,0,"남해제2고속도로지선,동서고가로,번영로",38470,33,30
2398.0,28,38,10,5,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항로811번나길,공항로791번길",4550,2,0.996
1695.2,20,42,23,0,0,0,0,0,0,0,0,0,0,0,"공항로,유통단지1로,유통단지1로58번길",5950,4,2.7
2851.2,197,199,189,280,541,480,195,0,0,0,0,0,0,0,"중앙고속도로(삼락-대동),부산외곽순환고속도로,정관산업로",51050,31,35
1540.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.023
1858.4,387,82,321,193,68,0,0,0,0,0,0,0,0,0,"공항진입로,공항로,관문대로",17910,14,13
2350.04,242,490,290,181,298,60,69,17,0,0,0,0,0,0,"남해제2고속도로지선,보수대로,절영로",28290,30,22
2172.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,-,-",4550,1,0.017
2773.94,438,362,304,265,539,400,248,43,0,0,0,0,0,0,"동서고가로,광안대로,동해고속도로(부산-울산)",44670,34,35
2145.52,136,138,152,266,373,346,356,191,20,0,0,0,0,0,"남해제2고속도로지선,금관대로,해원로",49840,33,35
3181.38,274,463,377,357,253,171,155,0,0,0,0,0,0,0,"남해제2고속도로지선,보수대로,절영로",29310,32,22
3788.72,153,129,179,406,764,61,341,963,0,0,0,0,0,0,"공항로,르노삼성대로,거가대로",74510,54,56
1825.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.001
3103.68,62,50,167,121,60,249,11,0,0,0,0,0,0,0,"공항로,남해제2고속도로지선,낙동대로",13890,13,9.3
1381.05,126,42,15,0,0,0,0,0,0,0,0,0,0,0,"공항로,공항로791번길,공항로811번나길",4550,2,1.2
1136.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.057
4427.64502,243,250,424,545,582,532,740,428,333,74,101,39,0,0,"르노삼성대로,거가대로,거제대로",98200,71,72
4435.15,159,84,137,153,281,298,306,88,86,89,0,0,0,0,"공항로,르노삼성대로,거가대로",35410,31,27
1581.58,69,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항로811번가길,공항로791번길,공항로811번나길",4550,3,1.5
1267.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.001
2473.8,147,140,135,276,314,112,52,0,0,0,0,0,0,0,"공항로,낙동남로,강변대로",20670,21,15
1962.0,137,116,74,114,66,8,60,0,0,0,0,0,0,0,"공항로,남해제2고속도로지선,가야대로",10570,8,6.6
1757.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",4550,1,0.323
2638.0,434,313,1379,495,366,287,309,868,275,0,0,0,0,0,"남해제2고속도로지선,남해안대로,조선특구로",116320,70,81
1543.36,11,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.11800000000000001
2009.84,131,47,34,111,282,502,503,280,804,180,0,0,0,0,"강변대로,중앙고속도로(삼락-대동),중앙고속도로(부산-대구)",98590,49,70
833.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.024
1205.28,50,39,0,0,0,0,0,0,0,0,0,0,0,0,"공항로811번가길,공항로811번나길,공항앞길",4550,3,1.5
2517.06,12,79,38,48,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.023
2028.08,115,138,111,4,18,0,0,0,0,0,0,0,0,0,"공항로811번나길,공항앞길,-",4550,1,0.395
1829.7,19,105,29,28,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.001
1642.26,56,80,43,16,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.024
2020.0,46,64,14,61,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.009000000000000001
1978.59,35,73,18,57,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",4550,1,0.025
3708.94,30,41,49,21,31,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.003
1755.0,65,42,44,9,13,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.025
2412.72,112,92,42,27,0,0,0,0,0,0,0,0,0,0,"공항로811번가길,공항로811번나길,공항앞길",4550,3,1.5
1767.02,56,83,37,21,0,0,0,0,0,0,0,0,0,0,"-,-,-",4550,1,0.018000000000000002
1496.95,48,115,35,36,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항로811번나길,-",4550,1,0.404
2462.73,61,73,87,81,6,7,8,0,0,0,0,0,0,0,"공항로811번나길,공항앞길85번길,공항앞길",4550,1,0.359
