index,s_lat,s_lng,e_lat,e_lng,max_rpm,s20,s30,s40,s50,s60,s70,s80,s90,s100,s110,s120,s130,s140,s150,path,fee,duration(min),root_dist(km),med_est_dist,diff,pc1,pc2,clusters,time_sum,avg_speed,target,s,e
9,37.5595,126.8375516,37.5584083,126.834615,2055.3,48,49,28,0,0,0,0,0,0,0,0,0,0,0,"마곡중앙6로,마곡동로,공항대로",3800,3,0.6950000000000001,1.1597222222222223,0.46472222222222226,-0.03652665858701124,0.010609123989655835,0,0.034722222222222224,33.4,0,"[37.5595, 126.8375516]","[37.5584083, 126.834615]"
75,37.5595083,126.83772,37.55818,126.8346233,2358.18,44,44,28,0,0,0,0,0,0,0,0,0,0,0,"마곡중앙6로,마곡동로,공항대로",3800,4,0.906,1.0833333333333333,0.17733333333333323,-0.02673928976382866,0.018592406049681168,0,0.03222222222222222,33.62068965517241,0,"[37.5595083, 126.83772]","[37.55818, 126.8346233]"
201,37.5625483,126.81001,37.56564,126.8123016,0.09,20,0,0,0,0,0,0,0,0,0,0,0,0,0,"방화동로,공항대로3길,방화동로",3800,1,0.432,0.1388888888888889,0.2931111111111111,-0.05497753205132676,-0.0060308530796622725,0,0.005555555555555556,25.0,0,"[37.5625483, 126.81001]","[37.56564, 126.8123016]"
253,37.57919,126.7995766,37.5739383,126.8059683,2145.0,68,20,8,0,6,0,0,0,0,0,0,0,0,0,"개화동로,양천로,양천로1길",3800,3,1.2,0.875,0.32499999999999996,-0.032957152851570526,0.008470296697957356,0,0.028333333333333332,30.88235294117647,0,"[37.57919, 126.7995766]","[37.5739383, 126.8059683]"
332,37.5589633,126.83523,37.5602466,126.8214,1810.48,0,3,55,0,0,0,0,0,0,0,0,0,0,0,"공항대로,마곡서로,마곡중앙3로",3800,4,1.5,0.7166666666666667,0.7833333333333333,-0.022540702819567694,0.01607663691845563,0,0.01611111111111111,44.48275862068966,2,"[37.5589633, 126.83523]","[37.5602466, 126.8214]"
357,37.5612483,126.8132683,37.5614133,126.8110466,2501.715576,0,0,4,0,4,0,0,0,0,0,0,0,0,0,"공항대로13길,공항대로,-",3800,1,0.211,0.12222222222222222,0.08877777777777777,-0.05653963258109389,-0.0050948514331962055,0,0.0022222222222222222,55.0,3,"[37.5612483, 126.8132683]","[37.5614133, 126.8110466]"
358,37.5714,126.8041333,37.5794466,126.7995433,3318.86,0,0,0,70,0,0,0,0,0,0,0,0,0,0,"개화동로,-,-",3800,2,0.969,1.0694444444444444,0.10044444444444445,-0.04288588823853294,0.0005717206692864191,0,0.019444444444444445,55.0,3,"[37.5714, 126.8041333]","[37.5794466, 126.7995433]"
368,37.4457516,126.37539,37.4485716,126.3721599,1870.0,30,36,12,12,0,0,0,0,0,0,0,0,0,0,"용유서로,을왕로,-",3800,2,0.544,0.8916666666666667,0.3476666666666667,-0.045889927718854334,0.0023717238355673177,0,0.025,35.666666666666664,1,"[37.4457516, 126.37539]","[37.4485716, 126.3721599]"
379,37.5385883,126.8266333,37.5450366,126.821925,1794.45,9,0,0,0,0,0,0,0,0,0,0,0,0,0,"남부순환로,남부순환로,-",3800,4,1.7,0.0625,1.6375,-0.02112703718176939,0.01522957660491168,0,0.0025,25.0,0,"[37.5385883, 126.8266333]","[37.5450366, 126.821925]"
380,37.54519,126.8218583,37.5561333,126.8199483,2096.64,19,31,13,47,0,0,0,0,0,0,0,0,0,0,"남부순환로19길,남부순환로,발산로",3800,4,1.6,1.3138888888888889,0.2861111111111112,-0.021833870000668543,0.015653106761683654,0,0.030555555555555555,43.0,2,"[37.54519, 126.8218583]","[37.5561333, 126.8199483]"
384,37.5590083,126.8351816,37.5591916,126.8331733,1608.88,4,9,0,0,0,0,0,0,0,0,0,0,0,0,"마곡중앙6로,강서로,공항대로",3800,3,1.0,0.11527777777777778,0.8847222222222222,-0.03437081848936883,0.009317357011501309,0,0.003611111111111111,31.923076923076927,0,"[37.5590083, 126.8351816]","[37.5591916, 126.8331733]"
385,37.55935,126.8312083,37.5595366,126.829025,1558.0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,"공항대로,-,-",3800,1,0.16,0.15,0.010000000000000009,-0.05690011731873245,-0.004878851053242497,0,0.0033333333333333335,44.99999999999999,2,"[37.55935, 126.8312083]","[37.5595366, 126.829025]"
387,37.558275,126.8187683,37.5595833,126.825565,2538.64,4,3,20,4,0,0,0,0,0,0,0,0,0,0,"마곡중앙1로,마곡서1로,공항대로",3800,4,0.808,0.3680555555555556,0.43994444444444447,-0.02743198592634983,0.019007465603317706,0,0.008611111111111111,42.74193548387097,2,"[37.558275, 126.8187683]","[37.5595833, 126.825565]"
409,35.176815,128.9508783,35.1776549,128.9506866,2484.36,3,3,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.11800000000000001,0.05,0.068,-0.05719698710267009,-0.0047009683873982695,0,0.0016666666666666668,30.0,0,"[35.176815, 128.9508783]","[35.1776549, 128.9506866]"
459,37.4558816,126.3701516,37.44999,126.37336,0.01,20,0,40,0,0,0,0,0,0,0,0,0,0,0,"용유서로423번길,용유서로,-",3800,1,0.843,0.6388888888888888,0.20411111111111113,-0.05207244916565124,-0.007771562023995093,0,0.016666666666666666,38.33333333333333,1,"[37.4558816, 126.3701516]","[37.44999, 126.37336]"
460,37.44999,126.37336,37.4697666,126.3718316,0.08,20,40,119,20,0,0,0,0,0,0,0,0,0,0,"용유서로,용유로,-",4000,4,2.4,2.3208333333333333,0.07916666666666661,-0.01525534674578146,0.011108196845082813,0,0.05527777777777778,41.984924623115575,2,"[37.44999, 126.37336]","[37.4697666, 126.3718316]"
491,37.53834,126.8267616,37.5425066,126.8235083,-0.04,48,0,40,0,0,0,0,0,0,0,0,0,0,0,"남부순환로,-,-",3800,1,0.54,0.8333333333333334,0.29333333333333333,-0.05421415260691567,-0.006488265648976008,0,0.024444444444444446,34.09090909090909,0,"[37.53834, 126.8267616]","[37.5425066, 126.8235083]"
543,37.5484316,126.8203933,37.5521666,126.8258233,0.01,0,36,0,40,0,0,0,0,0,0,0,0,0,0,"수명로,남부순환로17길,남부순환로19길",3800,2,0.717,0.9611111111111111,0.24411111111111117,-0.0446671069421588,0.0016390166643517976,0,0.021111111111111112,45.526315789473685,2,"[37.5484316, 126.8203933]","[37.5521666, 126.8258233]"
558,37.5673699,126.80526,37.5605083,126.8075483,0.0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,"개화동로,남부순환로,-",4000,4,2.3,0.9166666666666666,1.3833333333333333,-0.015962179564680615,0.01153172700185479,0,0.016666666666666666,55.0,3,"[37.5673699, 126.80526]","[37.5605083, 126.8075483]"
559,37.5556183,126.8115,37.553665,126.8141433,0.08,0,0,0,0,20,0,0,0,0,0,0,0,0,0,"남부순환로,-,-",3800,1,0.307,0.3611111111111111,0.05411111111111111,-0.055861073074950696,-0.005501440383697303,0,0.005555555555555556,65.0,3,"[37.5556183, 126.8115]","[37.553665, 126.8141433]"
570,37.5647283,126.8061833,37.5606266,126.8076,-0.09,0,0,20,0,20,0,0,0,0,0,0,0,0,0,"개화동로,남부순환로,-",3800,3,2.1,0.6111111111111112,1.488888888888889,-0.026595657481478154,0.0046585252870095725,0,0.011111111111111112,55.0,3,"[37.5647283, 126.8061833]","[37.5606266, 126.8076]"
624,35.1798066,128.95351,35.1768666,128.950805,1547.0,44,9,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.436,0.39305555555555555,0.04294444444444445,-0.05494925873857079,-0.006047794285933154,0,0.014722222222222222,26.69811320754717,0,"[35.1798066, 128.95351]","[35.1768666, 128.950805]"
632,35.1768483,128.9506866,35.1731249,128.952195,1523.61,23,44,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항앞길163번길,-",3800,1,0.584,0.5875,0.0035000000000000586,-0.053903146166600045,-0.006674618917955677,0,0.01861111111111111,31.56716417910448,0,"[35.1768483, 128.9506866]","[35.1731249, 128.952195]"
633,35.1731716,128.952285,35.1768416,128.95081,1770.53,5,13,13,24,0,0,0,0,0,0,0,0,0,0,"공항앞길163번길,공항앞길,-",3800,1,0.584,0.6902777777777778,0.1062777777777778,-0.053903146166600045,-0.006674618917955677,0,0.015277777777777777,45.18181818181818,2,"[35.1731716, 128.952285]","[35.1768416, 128.95081]"
654,35.1769016,128.9509116,35.1777833,128.9507566,1366.1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.11800000000000001,0.09027777777777778,0.02772222222222223,-0.05719698710267009,-0.0047009683873982695,0,0.003611111111111111,25.0,0,"[35.1769016, 128.9509116]","[35.1777833, 128.9507566]"
661,35.1769483,128.9506466,35.1730616,128.9520983,1776.5,34,8,19,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항앞길163번길,-",3800,1,0.611,0.5513888888888889,0.05961111111111106,-0.05371230130549728,-0.006788972060284112,0,0.016944444444444446,32.540983606557376,0,"[35.1769483, 128.9506466]","[35.1730616, 128.9520983]"
662,35.1729666,128.951685,35.17683,128.9508849,1478.52,0,15,7,33,0,0,0,0,0,0,0,0,0,0,"공항앞길163번길,공항앞길,-",3800,1,0.554,0.7375,0.1835,-0.054115196012269794,-0.006547559870924084,0,0.015277777777777777,48.27272727272728,3,"[35.1729666, 128.951685]","[35.17683, 128.9508849]"
705,35.1776516,128.9508816,35.1768983,128.9507766,1795.46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.105,0.041666666666666664,0.06333333333333332,-0.05728887536912698,-0.004645909467017911,0,0.0016666666666666668,24.999999999999996,0,"[35.1776516, 128.9508816]","[35.1768983, 128.9507766]"
723,35.1810816,128.9552916,35.1769,128.9508483,1519.98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항로811번가길,공항로791번길,공항로811번나길",3800,3,1.5,0.6805555555555556,0.8194444444444444,-0.03083665439487307,0.0071997062276414284,0,0.02722222222222222,25.000000000000004,0,"[35.1810816, 128.9552916]","[35.1769, 128.9508483]"
724,35.1766416,128.9509733,35.1777,128.950815,1457.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.113,0.06944444444444445,0.043555555555555556,-0.05723232874361505,-0.004679791879559671,0,0.002777777777777778,25.0,0,"[35.1766416, 128.9509733]","[35.1777, 128.950815]"
732,35.1768916,128.95099,35.1809783,128.9553299,2818.293701,29,15,23,0,5,0,0,14,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,2,0.781,1.0944444444444446,0.3134444444444445,-0.04421473393806334,0.0013679573640177339,0,0.02388888888888889,45.81395348837209,2,"[35.1768916, 128.95099]","[35.1809783, 128.9553299]"
733,35.180985,128.95536,35.176915,128.950705,2306.88,24,10,36,0,0,0,0,0,0,0,0,0,0,0,"공항로811번가길,공항로791번길,공항로811번나길",3800,3,1.5,0.7138888888888889,0.7861111111111111,-0.03083665439487307,0.0071997062276414284,0,0.019444444444444445,36.714285714285715,1,"[35.180985, 128.95536]","[35.176915, 128.950705]"
737,35.1768266,128.9509583,35.1731033,128.952265,1546.56,24,0,33,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항앞길163번길,-",3800,1,0.607,0.5791666666666667,0.027833333333333266,-0.05374057461825324,-0.00677203085401323,0,0.015833333333333335,36.578947368421055,1,"[35.1768266, 128.9509583]","[35.1731033, 128.952265]"
738,35.1731066,128.9521966,35.17683,128.950875,1682.1,16,8,41,0,0,0,0,0,0,0,0,0,0,0,"공항앞길163번길,공항앞길,-",3800,1,0.578,0.7013888888888888,0.12338888888888888,-0.05394555613573399,-0.006649207108549358,0,0.018055555555555554,38.84615384615385,1,"[35.1731066, 128.9521966]","[35.17683, 128.950875]"
745,35.1768966,128.9508716,35.18105,128.9554166,2492.49,12,11,18,0,26,3,5,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,2,0.782,1.0652777777777778,0.28327777777777774,-0.04420766560987435,0.0013637220624500134,0,0.020833333333333332,51.13333333333333,3,"[35.1768966, 128.9508716]","[35.18105, 128.9554166]"
746,35.1810516,128.9554166,35.1766866,128.9509133,2708.65,27,38,13,0,0,0,0,0,0,0,0,0,0,0,"공항로811번가길,공항로811번나길,공항앞길",3800,4,1.5,0.7194444444444444,0.7805555555555556,-0.022540702819567694,0.01607663691845563,0,0.021666666666666667,33.205128205128204,0,"[35.1810516, 128.9554166]","[35.1766866, 128.9509133]"
749,35.1768016,128.9507733,35.1776549,128.950765,1359.566895,7,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.11,0.04861111111111111,0.06138888888888889,-0.05725353372818203,-0.004667085974856509,0,0.0019444444444444444,25.0,0,"[35.1768016, 128.9507733]","[35.1776549, 128.950765]"
756,35.176605,128.95078,35.1777299,128.950685,1397.88,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.294,0.027777777777777776,0.2662222222222222,-0.055952961341407585,-0.0054463814633169474,0,0.0011111111111111111,25.0,0,"[35.176605, 128.95078]","[35.1777299, 128.950685]"
780,37.5589649,126.8322383,37.5584116,126.8339849,0.08,0,20,0,0,0,0,0,0,0,0,0,0,0,0,"공항대로,마곡중앙4로,-",3800,1,0.463,0.19444444444444445,0.26855555555555555,-0.05475841387746802,-0.006162147428261586,0,0.005555555555555556,35.0,1,"[37.5589649, 126.8322383]","[37.5584116, 126.8339849]"
816,35.1783933,128.9575666,35.1767583,128.9507083,2717.0,60,63,37,70,4,0,0,0,0,0,0,0,0,0,"공항로791번길,공항로811번나길,공항앞길",3800,2,1.2,2.6333333333333333,1.4333333333333333,-0.0412531044268759,-0.00040663399285684545,0,0.065,40.51282051282051,2,"[35.1783933, 128.9575666]","[35.1767583, 128.9507083]"
830,35.1810649,128.9553299,35.17692,128.950785,1814.24,115,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항로811번가길,공항로791번길,공항로811번나길",3800,3,1.5,0.7986111111111112,0.7013888888888888,-0.03083665439487307,0.0071997062276414284,0,0.03194444444444444,25.000000000000004,0,"[35.1810649, 128.9553299]","[35.17692, 128.950785]"
887,35.1809516,128.9554016,35.1766683,128.950725,2005.6,51,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항로811번가길,공항로791번길,공항로811번나길",3800,3,1.5,0.3541666666666667,1.1458333333333333,-0.03083665439487307,0.0071997062276414284,0,0.014166666666666666,25.000000000000004,0,"[35.1809516, 128.9554016]","[35.1766683, 128.950725]"
896,35.179335,128.9525466,35.1768466,128.9508066,2018.52,14,164,54,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.333,2.3666666666666667,2.0336666666666665,-0.055677296542036916,-0.005611558224458017,0,0.06444444444444444,36.724137931034484,1,"[35.179335, 128.9525466]","[35.1768466, 128.9508066]"
912,35.1794116,128.9565266,35.1805199,128.9548199,2152.2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항로811번다길,공항로811번다길,공항로811번길",3800,1,0.28700000000000003,0.14583333333333334,0.1411666666666667,-0.05600243963873053,-0.005416734352342908,0,0.005833333333333334,25.0,0,"[35.1794116, 128.9565266]","[35.1805199, 128.9548199]"
913,35.1805199,128.9548199,35.176725,128.95087,2823.527344,17,42,62,51,19,0,0,0,0,0,0,0,0,0,"공항로811번길,공항앞길,-",3800,1,0.592,2.423611111111111,1.831611111111111,-0.053846599541088114,-0.006708501330497434,0,0.05305555555555556,45.68062827225131,2,"[35.1805199, 128.9548199]","[35.176725, 128.95087]"
916,35.1797883,128.9535033,35.1769483,128.9508066,2061.41,47,6,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.436,0.38472222222222224,0.051277777777777755,-0.05494925873857079,-0.006047794285933154,0,0.014722222222222222,26.132075471698116,0,"[35.1797883, 128.9535033]","[35.1769483, 128.9508066]"
917,35.1769166,128.95073,35.1777333,128.9508383,1937.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.11800000000000001,0.05555555555555555,0.062444444444444455,-0.05719698710267009,-0.0047009683873982695,0,0.0022222222222222222,25.0,0,"[35.1769166, 128.95073]","[35.1777333, 128.9508383]"
921,35.1785266,128.9576466,35.176915,128.950875,1994.72,26,59,24,0,0,0,0,0,0,0,0,0,0,0,"공항로791번길,공항로811번나길,공항앞길",3800,3,1.2,1.0541666666666667,0.14583333333333326,-0.032957152851570526,0.008470296697957356,0,0.03027777777777778,34.81651376146789,1,"[35.1785266, 128.9576466]","[35.176915, 128.950875]"
928,35.1769583,128.9507666,35.181,128.9553849,2547.22,7,34,23,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,2,0.781,0.6666666666666666,0.1143333333333334,-0.04421473393806334,0.0013679573640177339,0,0.017777777777777778,37.5,1,"[35.1769583, 128.9507666]","[35.181, 128.9553849]"
929,35.181,128.9553849,35.1767866,128.95078,2471.56,16,16,26,0,0,0,0,0,0,0,0,0,0,0,"공항로811번가길,공항로791번길,공항로811번나길",3800,3,1.5,0.5916666666666667,0.9083333333333333,-0.03083665439487307,0.0071997062276414284,0,0.01611111111111111,36.724137931034484,1,"[35.181, 128.9553849]","[35.1767866, 128.95078]"
967,35.1768883,128.9509949,35.176755,128.9537733,1765.32,17,15,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항로811번나길,-",3800,1,0.52,0.2638888888888889,0.2561111111111111,-0.054355519170695504,-0.006403559617621613,0,0.008888888888888889,29.6875,0,"[35.1768883, 128.9509949]","[35.176755, 128.9537733]"
969,35.1767433,128.95095,35.1777949,128.9505966,1958.0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.365,0.09027777777777778,0.2747222222222222,-0.05545111003998919,-0.005747087874625047,0,0.0030555555555555557,29.545454545454543,0,"[35.1767433, 128.95095]","[35.1777949, 128.9505966]"
975,35.1783816,128.9575266,35.1776683,128.9507316,1905.2,51,54,41,0,0,0,0,0,0,0,0,0,0,0,"공항로791번길,공항로811번나길,공항앞길",3800,3,1.3,1.3916666666666666,0.09166666666666656,-0.03225032003267137,0.008046766541185382,0,0.04055555555555555,34.31506849315068,1,"[35.1783816, 128.9575266]","[35.1776683, 128.9507316]"
977,35.1783716,128.9576866,35.1771866,128.9508166,2323.88,13,85,24,15,0,0,0,0,0,0,0,0,0,0,"공항로791번길,공항로811번나길,공항앞길",3800,3,1.2,1.4458333333333333,0.24583333333333335,-0.032957152851570526,0.008470296697957356,0,0.03805555555555556,37.992700729927,1,"[35.1783716, 128.9576866]","[35.1771866, 128.9508166]"
979,35.1776416,128.950815,35.1768216,128.9508266,1623.86,14,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.11800000000000001,0.09722222222222222,0.020777777777777784,-0.05719698710267009,-0.0047009683873982695,0,0.0038888888888888888,25.0,0,"[35.1776416, 128.950815]","[35.1768216, 128.9508266]"
984,35.1785783,128.9575883,35.1776116,128.9507433,2337.95,38,52,45,12,0,0,0,0,0,0,0,0,0,0,"공항로791번길,공항로811번나길,공항앞길",3800,3,1.3,1.5152777777777777,0.21527777777777768,-0.03225032003267137,0.008046766541185382,0,0.04083333333333333,37.10884353741496,1,"[35.1785783, 128.9575883]","[35.1776116, 128.9507433]"
994,35.1731733,128.9523449,35.1769849,128.950855,2067.73,0,13,10,3,21,0,0,0,0,0,0,0,0,0,"공항앞길163번길,공항앞길,-",3800,1,0.584,0.6763888888888889,0.09238888888888896,-0.053903146166600045,-0.006674618917955677,0,0.013055555555555556,51.808510638297875,3,"[35.1731733, 128.9523449]","[35.1769849, 128.950855]"
1002,35.176725,128.9507733,35.1784716,128.9575966,1700.84,27,2,46,47,24,0,0,0,0,0,0,0,0,0,"공항앞길,공항로811번길,공항로",3800,2,0.996,1.9333333333333333,0.9373333333333334,-0.042695043377430165,0.000457367526957986,0,0.04055555555555555,47.67123287671233,3,"[35.176725, 128.9507733]","[35.1784716, 128.9575966]"
1007,35.1787016,128.9575449,35.1769433,128.9508266,1825.0,64,85,5,0,0,0,0,0,0,0,0,0,0,0,"공항로,공항로791번길,공항로811번나길",3800,2,1.2,1.3333333333333333,0.1333333333333333,-0.0412531044268759,-0.00040663399285684545,0,0.042777777777777776,31.16883116883117,0,"[35.1787016, 128.9575449]","[35.1769433, 128.9508266]"
1008,35.1768516,128.9509783,35.177625,128.9505783,1912.68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,1,0.323,0.020833333333333332,0.3021666666666667,-0.05574797982392683,-0.00556920520878082,0,0.0008333333333333334,24.999999999999996,0,"[35.1768516, 128.9509783]","[35.177625, 128.9505783]"
1013,35.1768216,128.9510816,35.1810583,128.9553849,2218.97,48,62,96,68,0,0,0,0,0,0,0,0,0,0,"공항앞길,공항진입로,-",3800,2,0.758,3.175,2.417,-0.04437730548641015,0.0014653693000752886,0,0.07611111111111112,41.71532846715328,2,"[35.1768216, 128.9510816]","[35.1810583, 128.9553849]"
1014,35.1810583,128.9553849,35.1775799,128.9506983,2251.2,46,24,22,0,0,0,0,0,0,0,0,0,0,0,"공항진입로,공항로811번길,공항앞길",3800,4,1.1,0.8277777777777777,0.27222222222222237,-0.025368034095164305,0.017770757545543536,0,0.025555555555555557,32.391304347826086,0,"[35.1810583, 128.9553849]","[35.1775799, 128.9506983]"
1022,35.1777283,128.9508,35.1769516,128.9508266,1875.96,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"공항앞길,-,-",3800,1,0.11800000000000001,0.06805555555555555,0.04994444444444446,-0.05719698710267009,-0.0047009683873982695,0,0.0019444444444444444,35.0,1,"[35.1777283, 128.9508]","[35.1769516, 128.9508266]"
1037,35.1731516,128.9521166,35.1775783,128.9507416,2606.67,12,50,8,29,0,0,0,0,0,0,0,0,0,0,"공항앞길163번길,공항앞길,-",3800,2,0.7020000000000001,1.1125,0.4105,-0.044773131864993675,0.001702546187867594,0,0.0275,40.45454545454545,2,"[35.1731516, 128.9521166]","[35.1775783, 128.9507416]"
1050,35.1809966,128.95537,35.1768949,128.9509333,1344.78,42,37,0,0,0,0,0,0,0,0,0,0,0,0,"공항로811번가길,공항로791번길,공항로811번나길",3800,3,1.5,0.6513888888888889,0.8486111111111111,-0.03083665439487307,0.0071997062276414284,0,0.021944444444444444,29.683544303797472,0,"[35.1809966, 128.95537]","[35.1768949, 128.9509333]"
1059,35.1767433,128.9508766,35.18105,128.95458,1653.0,24,20,0,0,32,0,0,0,0,0,0,0,0,0,"공항앞길,공항로811번길,-",3800,2,0.6970000000000001,0.9388888888888889,0.24188888888888882,-0.04480847350593863,0.0017237226957061928,0,0.021111111111111112,44.473684210526315,2,"[35.1767433, 128.9508766]","[35.18105, 128.95458]"
1115,37.5720816,126.8038033,37.578975,126.79998,2215.2,2,0,21,40,0,0,0,0,0,0,0,0,0,0,"개화동로8길,개화동로,-",3800,4,1.7,0.8875,0.8125,-0.02112703718176939,0.01522957660491168,0,0.0175,50.71428571428571,3,"[37.5720816, 126.8038033]","[37.578975, 126.79998]"
1129,37.575035,126.8022716,37.57323,126.8032366,2096.6,6,0,9,0,0,0,0,0,0,0,0,0,0,0,"개화동로,-,-",3800,1,0.429,0.15416666666666667,0.2748333333333333,-0.05499873703589373,-0.006018147174959115,0,0.004166666666666667,37.0,1,"[37.575035, 126.8022716]","[37.57323, 126.8032366]"
1130,37.572815,126.8033816,37.5635,126.8063783,2549.81,0,0,2,0,39,21,0,0,0,0,0,0,0,0,"개화동로,-,-",3800,2,1.1,1.1666666666666667,0.06666666666666665,-0.04195993724577505,1.689616391513026e-05,0,0.017222222222222222,67.74193548387098,3,"[37.572815, 126.8033816]","[37.5635, 126.8063783]"
1131,37.5618499,126.8068166,37.5615533,126.8072466,655.6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"남부순환로,-,-",3800,3,1.8,0.019444444444444445,1.7805555555555557,-0.028716155938175614,0.005929115757325501,0,0.0005555555555555556,35.0,1,"[37.5618499, 126.8068166]","[37.5615533, 126.8072466]"
1133,37.5613899,126.8103449,37.5605033,126.8182199,1741.73,0,0,0,0,0,28,0,0,0,0,0,0,0,0,"공항대로,공항대로,-",3800,3,0.993,0.5833333333333334,0.4096666666666666,-0.03442029678669177,0.009347004122475348,0,0.0077777777777777776,75.0,3,"[37.5613899, 126.8103449]","[37.5605033, 126.8182199]"
1144,37.5600066,126.82066,37.56071,126.8177783,1857.55,0,0,0,15,0,0,0,0,0,0,0,0,0,0,"마곡서1로,공항대로,-",3800,1,0.41000000000000003,0.22916666666666666,0.18083333333333337,-0.05513303527148457,-0.00593767644517244,0,0.004166666666666667,55.0,3,"[37.5600066, 126.82066]","[37.56071, 126.8177783]"
1145,37.5608316,126.8166933,37.5613983,126.8110999,2228.72,0,0,0,23,0,0,0,0,0,0,0,0,0,0,"방화대로,공항대로,-",3800,2,0.866,0.35138888888888886,0.5146111111111111,-0.04361392604199907,0.0010079567307615545,0,0.006388888888888889,54.99999999999999,3,"[37.5608316, 126.8166933]","[37.5613983, 126.8110999]"
1146,37.5614266,126.810595,37.561705,126.8084866,1312.22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"공항대로,-,-",3800,1,0.186,0.019444444444444445,0.16655555555555557,-0.05671634078581867,-0.004988968894003212,0,0.0005555555555555556,35.0,1,"[37.5614266, 126.810595]","[37.561705, 126.8084866]"
1149,37.5652666,126.8061083,37.5672416,126.8056083,2387.7,0,0,4,0,9,0,0,0,0,0,0,0,0,0,"개화동로,개화동로25길,개화동로23길",3800,2,0.457,0.2125,0.24450000000000002,-0.0465048722712966,0.0027401950719589344,0,0.003611111111111111,58.84615384615385,3,"[37.5652666, 126.8061083]","[37.5672416, 126.8056083]"
1150,37.5751566,126.80253,37.577005,126.801295,1750.85,0,0,0,14,0,0,0,0,0,0,0,0,0,0,"개화동로19길,개화동로,-",3800,1,0.28400000000000003,0.21388888888888888,0.07011111111111115,-0.0560236446232975,-0.00540402844763975,0,0.0038888888888888888,55.0,3,"[37.5751566, 126.80253]","[37.577005, 126.801295]"
1151,37.5785366,126.8003833,37.58058,126.7990033,2212.7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,"개화동로11길,개화동로,-",3800,1,0.4,0.2625,0.1375,-0.055203718553374484,-0.005895323429495242,0,0.005833333333333334,45.0,2,"[37.5785366, 126.8003833]","[37.58058, 126.7990033]"
1152,37.5596566,126.8397266,37.5596716,126.8385733,1968.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"강서로56길,공항대로,강서로54길",3800,1,0.298,0.027777777777777776,0.2702222222222222,-0.05592468802865162,-0.005463322669587826,0,0.0011111111111111111,25.0,0,"[37.5596566, 126.8397266]","[37.5596716, 126.8385733]"
1153,37.5591149,126.8384916,37.5582816,126.839745,1602.42,0,0,18,0,0,0,0,0,0,0,0,0,0,0,"강서로,강서로,공항대로",3800,5,0.916,0.225,0.6910000000000001,-0.018372654906633368,0.02742698372481817,0,0.005,45.0,2,"[37.5591149, 126.8384916]","[37.5582816, 126.839745]"
1159,37.5585633,126.8393083,37.558595,126.838535,2096.05,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"강서로54길,공항대로,-",3800,1,0.401,0.07777777777777778,0.32322222222222224,-0.055196650225185495,-0.005899558731062959,0,0.0022222222222222222,35.0,1,"[37.5585633, 126.8393083]","[37.558595, 126.838535]"
1160,37.5587066,126.8377933,37.5591549,126.835245,2181.6,0,0,0,12,3,0,0,0,0,0,0,0,0,0,"공항대로,마곡동로,마곡동로4길",3800,2,0.687,0.2375,0.44950000000000007,-0.04487915678782855,0.0017660757113833903,0,0.004166666666666667,57.0,3,"[37.5587066, 126.8377933]","[37.5591549, 126.835245]"
